game_id,uid,url,black,black_rank,b_pred_game,b_pred_double,b_pred_asym,b_pred_game_prob,b_pred_double_prob,b_pred_asym_prob,b_std_game,b_std_double,b_std_asym,white,white_rank,w_pred_game,w_pred_double,w_pred_asym,w_pred_game_prob,w_pred_double_prob,w_pred_asym_prob,w_std_game,w_std_double,w_std_asym
ADFVDuTCMh0sJTuO3cfK,Nnp3ocAUsTTIyTXMX0dh2h2AI6l2,https://ai-sensei.com/game/Nnp3ocAUsTTIyTXMX0dh2h2AI6l2/ADFVDuTCMh0sJTuO3cfK,hhpauli3,,6.548,5.924,6.389,6.094,7.926,6.822,2.270,2.320,2.100,Zebraping3,,6.779,6.214,7.270,6.094,8.350,6.961,2.270,2.462,1.987
CjNGQ86WxcaQJPWqeYnQ,Nnp3ocAUsTTIyTXMX0dh2h2AI6l2,https://ai-sensei.com/game/Nnp3ocAUsTTIyTXMX0dh2h2AI6l2/CjNGQ86WxcaQJPWqeYnQ,mk01,,9.155,7.876,8.759,8.983,9.183,7.723,1.903,1.993,1.712,Bonn1,,7.920,7.478,9.048,8.983,9.065,7.535,1.903,2.030,1.936
FdH35LuHLJ08Jb8i4YK7,Nnp3ocAUsTTIyTXMX0dh2h2AI6l2,https://ai-sensei.com/game/Nnp3ocAUsTTIyTXMX0dh2h2AI6l2/FdH35LuHLJ08Jb8i4YK7,TriLux4,,4.681,0.982,1.337,4.356,1.668,1.688,2.253,2.335,2.639,JIGS4,,-1.571,0.079,-0.221,4.356,0.326,0.173,2.253,2.603,2.320
HhZlVPg2m72QS6KisRCi,Nnp3ocAUsTTIyTXMX0dh2h2AI6l2,https://ai-sensei.com/game/Nnp3ocAUsTTIyTXMX0dh2h2AI6l2/HhZlVPg2m72QS6KisRCi,Westf1Br2,,5.366,7.369,8.526,5.964,8.260,7.189,2.447,2.139,2.009,TriLux2,,5.344,7.187,7.896,5.964,8.334,7.046,2.447,2.260,2.072
IAMgZqX25UySmcUKeGuU,Nnp3ocAUsTTIyTXMX0dh2h2AI6l2,https://ai-sensei.com/game/Nnp3ocAUsTTIyTXMX0dh2h2AI6l2/IAMgZqX25UySmcUKeGuU,mk03,,-0.116,-1.398,-1.278,-1.205,-2.154,-1.002,2.592,2.988,2.503,Bremen03,,0.761,-1.252,-1.582,-1.205,-1.851,-1.482,2.592,3.050,2.877
KjHZlB5Z0yBVqqtGlPyF,Nnp3ocAUsTTIyTXMX0dh2h2AI6l2,https://ai-sensei.com/game/Nnp3ocAUsTTIyTXMX0dh2h2AI6l2/KjHZlB5Z0yBVqqtGlPyF,mk01,,8.589,7.542,8.277,7.877,9.401,7.916,2.186,1.956,1.911,TriLux1,,6.682,7.235,8.063,7.877,9.314,7.529,2.186,2.009,2.074
Mg7oLp53Im4OIEP9YPMD,Nnp3ocAUsTTIyTXMX0dh2h2AI6l2,https://ai-sensei.com/game/Nnp3ocAUsTTIyTXMX0dh2h2AI6l2/Mg7oLp53Im4OIEP9YPMD,hhpauli3,,7.500,6.382,5.986,6.977,7.911,6.731,2.052,2.189,2.023,JIGS3,,6.406,6.341,7.181,6.977,8.011,7.027,2.052,2.337,1.958
OwhfKYNp8Q3qNhVBCYvy,Nnp3ocAUsTTIyTXMX0dh2h2AI6l2,https://ai-sensei.com/game/Nnp3ocAUsTTIyTXMX0dh2h2AI6l2/OwhfKYNp8Q3qNhVBCYvy,TriLux1,,7.613,7.014,6.442,7.158,7.980,6.955,2.076,2.185,2.193,Zebraping1,,6.913,6.834,6.257,7.158,7.600,6.669,2.076,2.309,2.196
PTd0DDHUmWuWvdn8Sd1q,Nnp3ocAUsTTIyTXMX0dh2h2AI6l2,https://ai-sensei.com/game/Nnp3ocAUsTTIyTXMX0dh2h2AI6l2/PTd0DDHUmWuWvdn8Sd1q,mk04,,5.295,4.179,3.889,4.921,5.126,4.881,2.481,2.598,2.220,KaWeiqi4,,6.259,4.670,4.560,4.921,5.637,5.535,2.481,2.724,2.192
SYlG45eCM74SGHbWSEAx,Nnp3ocAUsTTIyTXMX0dh2h2AI6l2,https://ai-sensei.com/game/Nnp3ocAUsTTIyTXMX0dh2h2AI6l2/SYlG45eCM74SGHbWSEAx,Bremen01,,7.762,7.054,7.053,7.109,8.361,7.600,2.157,2.190,1.899,hhpauli1,,8.686,7.226,7.646,7.109,8.955,7.231,2.157,2.195,1.931
TMRLLQUUPV0tp0xw0d3D,Nnp3ocAUsTTIyTXMX0dh2h2AI6l2,https://ai-sensei.com/game/Nnp3ocAUsTTIyTXMX0dh2h2AI6l2/TMRLLQUUPV0tp0xw0d3D,Bonn4,,3.491,0.974,1.724,3.229,1.491,1.132,2.672,2.988,2.825,JIGS4,,0.106,0.828,1.166,3.229,1.080,2.091,2.672,3.166,2.673
UCN8WW0y9hN3KMggvU6k,Nnp3ocAUsTTIyTXMX0dh2h2AI6l2,https://ai-sensei.com/game/Nnp3ocAUsTTIyTXMX0dh2h2AI6l2/UCN8WW0y9hN3KMggvU6k,Westf1Br2,,6.625,6.560,6.090,6.269,7.257,5.568,2.281,2.110,2.392,Bonn2,,5.174,6.234,5.930,6.269,7.043,5.115,2.281,2.102,2.451
UnhWAm5zmH2YQYM3Me5V,Nnp3ocAUsTTIyTXMX0dh2h2AI6l2,https://ai-sensei.com/game/Nnp3ocAUsTTIyTXMX0dh2h2AI6l2/UnhWAm5zmH2YQYM3Me5V,elch4,,3.835,2.144,3.050,3.125,2.411,2.544,2.804,2.796,2.636,mk04,,1.172,1.747,0.618,3.125,1.457,1.359,2.804,3.005,2.545
Xp7sHcnnSODa6VAp1vLS,Nnp3ocAUsTTIyTXMX0dh2h2AI6l2,https://ai-sensei.com/game/Nnp3ocAUsTTIyTXMX0dh2h2AI6l2/Xp7sHcnnSODa6VAp1vLS,Zebraping2,,6.079,6.729,7.353,6.044,8.012,6.378,2.538,2.203,2.221,hhpauli2,,7.878,6.829,7.171,6.044,8.413,6.693,2.538,2.286,2.258
Yz16ThExrmGYEdyHrhtO,Nnp3ocAUsTTIyTXMX0dh2h2AI6l2,https://ai-sensei.com/game/Nnp3ocAUsTTIyTXMX0dh2h2AI6l2/Yz16ThExrmGYEdyHrhtO,Zebraping3,,4.763,5.153,5.929,3.837,6.270,5.014,2.663,2.599,2.324,Bremen03,,5.483,4.505,4.007,3.837,5.159,4.089,2.663,2.710,2.611
bKMBT9m8lOgrjosMdojH,Nnp3ocAUsTTIyTXMX0dh2h2AI6l2,https://ai-sensei.com/game/Nnp3ocAUsTTIyTXMX0dh2h2AI6l2/bKMBT9m8lOgrjosMdojH,KaWeiqi2,,10.817,10.560,10.897,10.618,11.954,10.293,1.555,1.475,1.459,JIGS2,,10.917,10.460,11.083,10.618,12.047,10.935,1.555,1.394,1.293
baa5t3a88oTo62RDAAX1,Nnp3ocAUsTTIyTXMX0dh2h2AI6l2,https://ai-sensei.com/game/Nnp3ocAUsTTIyTXMX0dh2h2AI6l2/baa5t3a88oTo62RDAAX1,Zebraping2,,7.027,6.581,7.456,6.687,8.497,7.562,2.193,2.121,1.891,TriLux2,,7.590,6.497,6.437,6.687,8.308,6.693,2.193,2.076,2.225
cDcw2jTRyDIK1yhv8i1u,Nnp3ocAUsTTIyTXMX0dh2h2AI6l2,https://ai-sensei.com/game/Nnp3ocAUsTTIyTXMX0dh2h2AI6l2/cDcw2jTRyDIK1yhv8i1u,mk02,,6.024,5.325,6.380,5.485,7.061,6.347,2.351,2.342,2.069,Zebraping2,,6.828,5.505,5.569,5.485,6.951,5.997,2.351,2.447,2.149
egrYzj2EU5io8x40JuHQ,Nnp3ocAUsTTIyTXMX0dh2h2AI6l2,https://ai-sensei.com/game/Nnp3ocAUsTTIyTXMX0dh2h2AI6l2/egrYzj2EU5io8x40JuHQ,Westf1Br1,,8.554,7.965,8.763,8.202,9.590,8.299,1.902,1.942,1.822,Bremen01,,9.375,8.034,9.147,8.202,9.940,7.982,1.902,1.956,1.925
gvBZCulTyAVZqETqQ5Z2,Nnp3ocAUsTTIyTXMX0dh2h2AI6l2,https://ai-sensei.com/game/Nnp3ocAUsTTIyTXMX0dh2h2AI6l2/gvBZCulTyAVZqETqQ5Z2,elch2,,8.516,8.024,7.811,8.455,9.448,8.304,1.833,1.888,1.619,mk02,,7.719,7.574,7.899,8.455,9.334,8.065,1.833,1.927,1.790
hkG7lsOPO0tS5sMzhfIw,Nnp3ocAUsTTIyTXMX0dh2h2AI6l2,https://ai-sensei.com/game/Nnp3ocAUsTTIyTXMX0dh2h2AI6l2/hkG7lsOPO0tS5sMzhfIw,Zebraping4,,6.184,5.995,6.475,4.915,7.651,6.768,2.330,2.008,1.889,JIGS4,,6.169,5.903,5.359,4.915,7.219,5.809,2.330,2.114,2.371
k1IP4GdwAkQoTecduFDL,Nnp3ocAUsTTIyTXMX0dh2h2AI6l2,https://ai-sensei.com/game/Nnp3ocAUsTTIyTXMX0dh2h2AI6l2/k1IP4GdwAkQoTecduFDL,hhpauli1,,10.059,9.233,9.471,10.304,10.548,9.541,1.658,1.765,1.538,mk01,,9.565,8.820,10.256,10.304,10.518,9.359,1.658,1.956,1.523
kJ3JWmtKthldOgPBD9VI,Nnp3ocAUsTTIyTXMX0dh2h2AI6l2,https://ai-sensei.com/game/Nnp3ocAUsTTIyTXMX0dh2h2AI6l2/kJ3JWmtKthldOgPBD9VI,elch2,,6.354,6.299,7.098,6.488,7.252,6.593,2.339,2.404,2.169,TriLux2,,6.747,6.025,6.442,6.488,6.790,6.192,2.339,2.479,2.293
mRccN75X7fDgX3BUyhiW,Nnp3ocAUsTTIyTXMX0dh2h2AI6l2,https://ai-sensei.com/game/Nnp3ocAUsTTIyTXMX0dh2h2AI6l2/mRccN75X7fDgX3BUyhiW,hhpauli2,,8.309,7.674,8.832,8.461,9.219,8.282,1.951,2.104,1.679,Westf1Br2,,8.221,7.449,8.081,8.461,9.087,7.897,1.951,2.104,1.966
oLdeAguujp9JGLhadD85,Nnp3ocAUsTTIyTXMX0dh2h2AI6l2,https://ai-sensei.com/game/Nnp3ocAUsTTIyTXMX0dh2h2AI6l2/oLdeAguujp9JGLhadD85,elch1,,8.319,8.392,8.840,7.804,9.498,8.322,2.033,1.982,1.943,JIGS1,,8.507,8.550,9.019,7.804,9.801,8.520,2.033,2.034,1.802
pddru16OYG8V4QiWgtlN,Nnp3ocAUsTTIyTXMX0dh2h2AI6l2,https://ai-sensei.com/game/Nnp3ocAUsTTIyTXMX0dh2h2AI6l2/pddru16OYG8V4QiWgtlN,TriLux1,,7.057,5.591,5.629,6.445,5.782,5.058,2.414,2.485,2.359,hhpauli1,,5.152,5.225,4.479,6.445,5.372,4.431,2.414,2.706,2.443
vpJtAaMFrjRfDXD1I60b,Nnp3ocAUsTTIyTXMX0dh2h2AI6l2,https://ai-sensei.com/game/Nnp3ocAUsTTIyTXMX0dh2h2AI6l2/vpJtAaMFrjRfDXD1I60b,KaWeiqi2,,11.135,10.854,11.036,10.820,11.916,10.422,1.531,1.442,1.365,Bremen02,,10.134,10.457,11.013,10.820,11.777,10.242,1.531,1.558,1.542
yPW7lVjq6CJDQlbrBNb5,Nnp3ocAUsTTIyTXMX0dh2h2AI6l2,https://ai-sensei.com/game/Nnp3ocAUsTTIyTXMX0dh2h2AI6l2/yPW7lVjq6CJDQlbrBNb5,elch4,,0.492,1.234,1.187,0.496,1.430,1.404,2.564,2.941,2.532,Bonn4,,3.956,2.218,1.492,0.496,2.018,2.905,2.564,2.760,2.603
yn6avn3Ev2xfH77uXseQ,Nnp3ocAUsTTIyTXMX0dh2h2AI6l2,https://ai-sensei.com/game/Nnp3ocAUsTTIyTXMX0dh2h2AI6l2/yn6avn3Ev2xfH77uXseQ,Bremen02,,3.655,3.748,4.579,4.876,3.977,4.367,2.623,2.725,2.507,mk02,,2.991,2.969,2.130,4.876,2.648,2.889,2.623,3.054,2.509
